origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
Braga (Centro de Transportes),ES,Braga (Centro de Transportes),Leiria (),ES,Leiria (Bus Station),FlixBus/EU,03:30,30.0,High,,,
Leiria (),ES,Leiria (Bus Station),Braga (Centro de Transportes),ES,Braga (Centro de Transportes),FlixBus/EU,03:30,30.0,High,,,
Marinha Grande,ES,Marinha Grande,Braga (Centro de Transportes),ES,Braga (Centro de Transportes),FlixBus/EU,03:50,6.0,Low,,,
Braga (Centro de Transportes),ES,Braga (Centro de Transportes),Marinha Grande,ES,Marinha Grande,FlixBus/EU,03:50,6.0,Low,,,
Lagos,ES,Lagos,Braga (Centro de Transportes),ES,Braga (Centro de Transportes),FlixBus/EU,08:30,20.0,Average,,,
Braga (Centro de Transportes),ES,Braga (Centro de Transportes),Lagos,ES,Lagos,FlixBus/EU,08:25,20.0,Average,,,
Castelo Branco (),ES,Castelo Branco (Bus Station),Porto (Airport),ES,Porto (Airport),FlixBus/EU,03:45,18.0,Average,,,
Porto (Airport),ES,Porto (Airport),Castelo Branco (),ES,Castelo Branco (Bus Station),FlixBus/EU,03:45,18.0,Average,,,
Vila Real (),ES,Vila Real (Bus Station),Porto (Airport),ES,Porto (Airport),FlixBus/EU,01:40,10.0,Low,,,
Porto (Airport),ES,Porto (Airport),Vila Real (),ES,Vila Real (Bus Station),FlixBus/EU,01:45,10.0,Low,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Aveiro (),ES,Aveiro  (Bus Station),FlixBus/EU,03:30,48.0,Very High,,,
Aveiro (),ES,Aveiro  (Bus Station),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,03:30,48.0,Very High,,,
Figueira da Foz,ES,Figueira da Foz,Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,03:15,42.0,Very High,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Figueira da Foz,ES,Figueira da Foz,FlixBus/EU,03:15,42.0,Very High,,,
Vila Real Santo António,ES,Vila Real Santo António,Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,04:10,20.0,Average,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Vila Real Santo António,ES,Vila Real Santo António,FlixBus/EU,04:20,20.0,Average,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Castelo Branco (),ES,Castelo Branco (Bus Station),FlixBus/EU,04:00,12.0,Low,,,
Castelo Branco (),ES,Castelo Branco (Bus Station),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,04:00,12.0,Low,,,
Guarda (),ES,Guarda (Bus Station),Porto (Airport),ES,Porto (Airport),FlixBus/EU,03:25,12.0,Low,,,
Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),Guarda (),ES,Guarda (Bus Station),FlixBus/EU,02:55,12.0,Low,,,
Porto (Airport),ES,Porto (Airport),Guarda (),ES,Guarda (Bus Station),FlixBus/EU,03:25,12.0,Low,,,
Guarda (),ES,Guarda (Bus Station),Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),FlixBus/EU,02:55,12.0,Low,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Marinha Grande,ES,Marinha Grande,FlixBus/EU,02:35,24.0,Average,,,
Marinha Grande,ES,Marinha Grande,Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,02:35,24.0,Average,,,
Viseu (),ES,Viseu (Bus Station),Guimaraes (),ES,Guimaraes (Bus Station),FlixBus/EU,03:20,18.0,Average,,,
Guimaraes (),ES,Guimaraes (Bus Station),Viseu (),ES,Viseu (Bus Station),FlixBus/EU,03:15,18.0,Average,,,
Tavira (),ES,Tavira (Bus Station),Lagos,ES,Lagos,FlixBus/EU,03:50,12.0,Low,,,
Lagos,ES,Lagos,Tavira (),ES,Tavira (Bus Station),FlixBus/EU,03:50,12.0,Low,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Barcelos (),ES,Barcelos (Bus Station),FlixBus/EU,04:30,21.0,Average,,,
Barcelos (),ES,Barcelos (Bus Station),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,04:30,21.0,Average,,,
Coimbra,ES,Coimbra,Barcelos (),ES,Barcelos (Bus Station),FlixBus/EU,03:55,12.0,Low,,,
Barcelos (),ES,Barcelos (Bus Station),Coimbra,ES,Coimbra,FlixBus/EU,03:55,12.0,Low,,,
Coimbra,ES,Coimbra,Vizela,ES,Vizela,FlixBus/EU,03:30,12.0,Low,,,
Vizela,ES,Vizela,Coimbra,ES,Coimbra,FlixBus/EU,03:30,12.0,Low,,,
Braga (Centro de Transportes),ES,Braga (Centro de Transportes),Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),FlixBus/EU,01:05,27.0,High,,,
Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),Braga (Centro de Transportes),ES,Braga (Centro de Transportes),FlixBus/EU,01:05,27.0,High,,,
Porto (Airport),ES,Porto (Airport),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,03:55,80.0,Very High,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Porto (Airport),ES,Porto (Airport),FlixBus/EU,04:00,80.0,Very High,,,
Faro (),ES,Faro (Bus Station),Lisbon (Airport),ES,Lisbon (Airport),FlixBus/EU,04:00,20.0,Average,,,
Lisbon (Airport),ES,Lisbon (Airport),Faro (),ES,Faro (Bus Station),FlixBus/EU,04:00,21.0,Average,,,
Guimaraes (),ES,Guimaraes (Bus Station),Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),FlixBus/EU,01:05,24.0,Average,,,
Porto (TIC - Campanhã),ES,Porto (TIC - Campanhã),Guimaraes (),ES,Guimaraes (Bus Station),FlixBus/EU,01:05,24.0,Average,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Munich,DE,Munich central bus station,FlixBus/EU,12:05,6.0,Low,,,
Munich,DE,Munich central bus station,Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,12:30,6.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,11:15,14.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,11:00,14.0,Low,,,
Strasbourg,FR,Strasbourg,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,03:55,16.0,Average,,,
Zurich,FR,Zurich Bus Station,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,08:15,4.0,Very Low,,,
Basel Euroairport FR,FR,Basel Euroairport FR,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,06:40,2.0,Very Low,,,
Frankfurt central train,FR,Frankfurt central train station,Basel SBB (Meret Oppenheim-Street),FR,Basel SBB (Meret Oppenheim-Street),FlixBus/EU,07:10,2.0,Very Low,,,
Frankfurt central train,FR,Frankfurt central train station,Zurich,FR,Zurich Bus Station,FlixBus/EU,08:20,4.0,Very Low,,,
Frankfurt central train,FR,Frankfurt central train station,Strasbourg,FR,Strasbourg,FlixBus/EU,03:50,16.0,Average,,,
Lisbon (Oriente),ES,Lisbon (Oriente),Vigo (),ES,Vigo (Bus Station),FlixBus/EU,07:20,20.0,Average,,,
Vigo (),ES,Vigo (Bus Station),Lisbon (Oriente),ES,Lisbon (Oriente),FlixBus/EU,07:05,20.0,Average,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,14:25,23.0,Average,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,14:55,23.0,Average,,,
Gdynia,PL,"Gdynia, Bus station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,06:25,6.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Gdynia,PL,"Gdynia, Bus station",FlixBus/EU,06:35,6.0,Low,,,
"Gdynia, Public Ferry",PL,"Gdynia, Public Ferry Terminal","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,06:05,6.0,Low,,,
"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",Gdynia,PL,"Gdynia, Bus station",FlixBus/EU,06:40,17.0,Average,,,
Gdynia,PL,"Gdynia, Bus station","Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",FlixBus/EU,06:30,12.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West","Gdynia, Public Ferry",PL,"Gdynia, Public Ferry Terminal",FlixBus/EU,06:20,6.0,Low,,,
Turku,SE,"Turku, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,09:20,12.0,Low,,,
"Helsinki, Harbour 2",NO,"Helsinki, Harbour Terminal 2",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,05:05,6.0,Low,,,
Parnu,NO,"Parnu, Bus Station","Helsinki, Harbour 2",NO,"Helsinki, Harbour Terminal 2",FlixBus/EU,05:05,6.0,Low,,,
Parnu,NO,"Parnu, Bus Station",Turku,SE,"Turku, Bus Station",FlixBus/EU,09:10,12.0,Low,,,
"Pori, Travel Center",SE,"Pori, Travel Center",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,11:45,18.0,Average,,,
Vaasa,SE,"Vaasa, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,13:15,24.0,Average,,,
Parnu,NO,"Parnu, Bus Station","Pori, Travel Center",SE,"Pori, Travel Center",FlixBus/EU,10:25,18.0,Average,,,
Parnu,NO,"Parnu, Bus Station",Vaasa,SE,"Vaasa, Bus Station",FlixBus/EU,13:00,24.0,Average,,,
Vilnius,,"Vilnius, Bus Station",Tampere,SE,"Tampere, Bus Station",FlixBus/EU,17:15,10.0,Low,,,
Vilnius,,"Vilnius, Bus Station","Tallinn, Harbour D",NO,"Tallinn, Harbour Terminal D",FlixBus/EU,09:30,32.0,High,,,
"Tallinn, Harbour D",NO,"Tallinn, Harbour Terminal D",Tampere,SE,"Tampere, Bus Station",FlixBus/EU,06:15,9.0,Low,,,
Tampere,SE,"Tampere, Bus Station","Tallinn, Harbour D",NO,"Tallinn, Harbour Terminal D",FlixBus/EU,07:20,10.0,Low,,,
Tampere,SE,"Tampere, Bus Station",Vilnius,,"Vilnius, Bus Station",FlixBus/EU,17:50,10.0,Low,,,
"Tallinn, Harbour D",NO,"Tallinn, Harbour Terminal D",Vilnius,,"Vilnius, Bus Station",FlixBus/EU,09:25,32.0,High,,,
Parnu,NO,"Parnu, Bus Station",Kuopio,NO,"Kuopio, Bus Station",FlixBus/EU,12:35,12.0,Low,,,
Kuopio,NO,"Kuopio, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,14:25,12.0,Low,,,
Parnu,NO,"Parnu, Bus Station","Rovaniemi, SantaClaus Village Napapiiri",NO,"Rovaniemi, SantaClaus Village Napapiiri",FlixBus/EU,18:00,6.0,Low,,,
"Rovaniemi, SantaClaus Village Napapiiri",NO,"Rovaniemi, SantaClaus Village Napapiiri",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,19:55,6.0,Low,,,
Parnu,NO,"Parnu, Bus Station",Joensuu,NO,"Joensuu, Bus station",FlixBus/EU,14:05,6.0,Low,,,
Joensuu,NO,"Joensuu, Bus station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,16:30,6.0,Low,,,
Parnu,NO,"Parnu, Bus Station",Tampere,SE,"Tampere, Bus Station",FlixBus/EU,09:20,12.0,Low,,,
Tampere,SE,"Tampere, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,09:35,12.0,Low,,,
Parnu,NO,"Parnu, Bus Station",Kotka,NO,"Kotka, Bus Station",FlixBus/EU,08:15,12.0,Low,,,
Hamina,NO,"Hamina, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,08:40,12.0,Low,,,
Kotka,NO,"Kotka, Bus Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,09:15,12.0,Low,,,
Parnu,NO,"Parnu, Bus Station",Hamina,NO,"Hamina, Bus Station",FlixBus/EU,08:40,12.0,Low,,,
"Imatra, Central",NO,"Imatra, Central Station",Parnu,NO,"Parnu, Bus Station",FlixBus/EU,10:20,12.0,Low,,,
Parnu,NO,"Parnu, Bus Station","Imatra, Central",NO,"Imatra, Central Station",FlixBus/EU,10:00,12.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Bydgoszcz,PL,"Bydgoszcz, Bus station",FlixBus/EU,05:20,6.0,Low,,,
Bydgoszcz,PL,"Bydgoszcz, Bus station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,05:20,6.0,Low,,,
Zakopane,PL,"Zakopane, Bus station",Olsztyn,PL,"Olsztyn, Bus Station",FlixBus/EU,11:00,3.0,Very Low,,,
Olsztyn,PL,"Olsztyn, Bus Station",Zakopane,PL,"Zakopane, Bus station",FlixBus/EU,11:15,3.0,Very Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,12:40,6.0,Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,FlixBus/EU,08:30,3.0,Very Low,,,
Frankfurt central train,FR,Frankfurt central train station,Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,12:20,6.0,Low,,,
Freiburg (im Breisgau) central,FR,Freiburg (im Breisgau) central station,Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,08:20,2.0,Very Low,,,
Vilnius,,"Vilnius, Bus Station","Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",FlixBus/EU,08:00,20.0,Average,,,
"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",Vilnius,,"Vilnius, Bus Station",FlixBus/EU,07:40,20.0,Average,,,
Riga,,"Riga, Bus Station","Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",FlixBus/EU,13:25,10.0,Low,,,
"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",Riga,,"Riga, Bus Station",FlixBus/EU,13:15,10.0,Low,,,
"Zamosc, Lwowska",PL,"Zamosc, Lwowska","Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",FlixBus/EU,04:45,11.0,Low,,,
"Warsaw, National Stadium 02",PL,"Warsaw, National Stadium 02","Zamosc, Lwowska",PL,"Zamosc, Lwowska",FlixBus/EU,04:00,5.0,Very Low,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport","Zamosc, Lwowska",PL,"Zamosc, Lwowska",FlixBus/EU,04:50,6.0,Low,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport","Warsaw, National Stadium 02",PL,"Warsaw, National Stadium 02",FlixBus/EU,00:50,5.0,Very Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Rzeszow,PL,"Rzeszow, Bus Station",FlixBus/EU,04:45,29.0,High,,,
Rzeszow,PL,"Rzeszow, Bus Station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,04:45,29.0,High,,,
"Medyka, Border Crossing",PL,"Medyka, Border Crossing","Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",FlixBus/EU,07:35,6.0,Low,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport","Medyka, Border Crossing",PL,"Medyka, Border Crossing",FlixBus/EU,07:30,6.0,Low,,,
"Medyka, Border Crossing",PL,"Medyka, Border Crossing",Torun,PL,"Torun, Bus Station",FlixBus/EU,11:05,6.0,Low,,,
Torun,PL,"Torun, Bus Station","Medyka, Border Crossing",PL,"Medyka, Border Crossing",FlixBus/EU,10:55,6.0,Low,,,
Sanok,PL,"Sanok, Bus Station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,07:15,5.0,Very Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Sanok,PL,"Sanok, Bus Station",FlixBus/EU,07:15,5.0,Very Low,,,
Zakopane,PL,"Zakopane, Bus station",Rzeszow,PL,"Rzeszow, Bus Station",FlixBus/EU,04:20,6.0,Low,,,
Zakopane,PL,"Zakopane, Bus station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,09:15,45.0,Very High,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Zakopane,PL,"Zakopane, Bus station",FlixBus/EU,09:10,46.0,Very High,,,
Rzeszow,PL,"Rzeszow, Bus Station",Zakopane,PL,"Zakopane, Bus station",FlixBus/EU,04:30,5.0,Very Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,11:35,22.0,Average,,,
Budapest Népliget,HU,Budapest Népliget bus station,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,11:55,22.0,Average,,,
"Warsaw, West",PL,"Warsaw, Bus Station West","Krakow, MDA",PL,"Krakow, MDA Bus Station",FlixBus/EU,03:35,40.0,Very High,,,
"Krakow, MDA",PL,"Krakow, MDA Bus Station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,04:10,40.0,Very High,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Košice (),,Košice (bus station),FlixBus/EU,09:05,10.0,Low,,,
Košice (),,Košice (bus station),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,09:20,10.0,Low,,,
Trieste (),IT,Trieste (Autostazione),"Krakow, MDA",PL,"Krakow, MDA Bus Station",FlixBus/EU,15:35,10.0,Low,,,
"Krakow, MDA",PL,"Krakow, MDA Bus Station",Trieste (),IT,Trieste (Autostazione),FlixBus/EU,15:50,10.0,Low,,,
Trieste (),IT,Trieste (Autostazione),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,13:30,12.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Trieste (),IT,Trieste (Autostazione),FlixBus/EU,13:15,11.0,Low,,,
"Medyka, Border Crossing",PL,"Medyka, Border Crossing",Munich,DE,Munich central bus station,FlixBus/EU,17:35,10.0,Low,,,
Munich,DE,Munich central bus station,"Medyka, Border Crossing",PL,"Medyka, Border Crossing",FlixBus/EU,17:25,10.0,Low,,,
Bialystok,PL,"Bialystok, Bus Station",Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,12:35,11.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Bialystok,PL,"Bialystok, Bus Station",FlixBus/EU,12:50,11.0,Low,,,
Wroclaw,PL,"Wroclaw, Bus Station",Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,04:20,11.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Wroclaw,PL,"Wroclaw, Bus Station",FlixBus/EU,04:30,11.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,10:40,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,10:30,10.0,Low,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",Wroclaw,PL,"Wroclaw, Bus Station",FlixBus/EU,06:05,9.0,Low,,,
Wroclaw,PL,"Wroclaw, Bus Station","Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",FlixBus/EU,06:05,9.0,Low,,,
"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,10:45,20.0,Average,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",FlixBus/EU,10:55,20.0,Average,,,
"Warsaw, West",PL,"Warsaw, Bus Station West","Karpacz, Bialy Jar",PL,"Karpacz, Bialy Jar",FlixBus/EU,06:45,10.0,Low,,,
"Karpacz, Bialy Jar",PL,"Karpacz, Bialy Jar","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,07:05,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Brussels-North train,FR,Brussels-North train station,FlixBus/EU,21:10,10.0,Low,,,
Brussels-North train,FR,Brussels-North train station,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,20:45,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),FlixBus/EU,17:35,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Wroclaw,PL,"Wroclaw, Bus Station",FlixBus/EU,04:15,17.0,Average,,,
Wroclaw,PL,"Wroclaw, Bus Station",Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),FlixBus/EU,13:10,7.0,Low,,,
Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,17:15,10.0,Low,,,
Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),Wroclaw,PL,"Wroclaw, Bus Station",FlixBus/EU,13:00,7.0,Low,,,
Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),"Warsaw, Main Railway Station ZTM 06",PL,"Warsaw, Main Railway Station ZTM 06",FlixBus/EU,16:40,11.0,Low,,,
"Warsaw, Main Railway Station ZTM 06",PL,"Warsaw, Main Railway Station ZTM 06",Salzburg South (Hellbrunner Landesstraße),DE,Salzburg South (Hellbrunner Landesstraße),FlixBus/EU,16:30,10.0,Low,,,
Munich,DE,Munich central bus station,Bydgoszcz,PL,"Bydgoszcz, Bus station",FlixBus/EU,15:50,3.0,Very Low,,,
Bydgoszcz,PL,"Bydgoszcz, Bus station",Munich,DE,Munich central bus station,FlixBus/EU,15:30,3.0,Very Low,,,
Opole,PL,"Opole, Bus station",Karlsruhe central train,FR,Karlsruhe central train station,FlixBus/EU,16:20,11.0,Low,,,
Karlsruhe central train,FR,Karlsruhe central train station,Opole,PL,"Opole, Bus station",FlixBus/EU,15:55,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Padua,IT,Padua,FlixBus/EU,21:30,10.0,Low,,,
Padua,IT,Padua,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,21:35,10.0,Low,,,
Wroclaw,PL,"Wroclaw, Bus Station","Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,04:15,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),"Chelm, Armii Krajowej Street/KFC 05 and 06",PL,"Chelm, Armii Krajowej Street/KFC 05 and 06",FlixBus/EU,15:30,6.0,Low,,,
"Chelm, Armii Krajowej Street/KFC 05 and 06",PL,"Chelm, Armii Krajowej Street/KFC 05 and 06",Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,15:10,5.0,Very Low,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",Berlin,DE,Berlin central bus station,FlixBus/EU,09:35,20.0,Average,,,
Berlin,DE,Berlin central bus station,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",FlixBus/EU,09:45,20.0,Average,,,
Flensburg central train,DE,Flensburg central train station,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,13:45,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Flensburg central train,DE,Flensburg central train station,FlixBus/EU,13:45,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,19:39,10.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,19:30,10.0,Low,,,
Lodz,PL,"Lodz, Bus Station",Berlin,DE,Berlin central bus station,FlixBus/EU,06:55,10.0,Low,,,
Lodz,PL,"Lodz, Bus Station",Poznan,PL,"Poznan, Bus Station",FlixBus/EU,02:45,7.0,Low,,,
Poznan,PL,"Poznan, Bus Station",Berlin,DE,Berlin central bus station,FlixBus/EU,04:00,14.0,Low,,,
Berlin,DE,Berlin central bus station,Lodz,PL,"Lodz, Bus Station",FlixBus/EU,06:55,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Berlin,DE,Berlin central bus station,FlixBus/EU,07:55,9.0,Low,,,
Berlin,DE,Berlin central bus station,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,07:55,9.0,Low,,,
Bydgoszcz,PL,"Bydgoszcz, Bus station",Berlin,DE,Berlin central bus station,FlixBus/EU,06:00,10.0,Low,,,
Berlin,DE,Berlin central bus station,Bydgoszcz,PL,"Bydgoszcz, Bus station",FlixBus/EU,05:50,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Helsingborg,SE,Helsingborg,FlixBus/EU,20:20,10.0,Low,,,
Helsingborg,SE,Helsingborg,"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,20:05,10.0,Low,,,
"Warsaw, Chopin Airport",PL,"Warsaw, Chopin Airport",Bydgoszcz,PL,"Bydgoszcz, Bus station",FlixBus/EU,05:30,20.0,Average,,,
