origin_city,origin_country,origin_station,destination_city,destination_country,destination_station,operator_name,duration,trip_count,frequency_bucket,transport_type,frequency_daily,frequency_label
İstanbul Esenler,,İstanbul Esenler bus station,Sofia (Serdika ),,Sofia (Serdika bus station),FlixBus/EU,08:30,8.0,Low,,,
Varna (),,Varna (bus station),İstanbul Esenler,,İstanbul Esenler bus station,FlixBus/EU,08:00,5.0,Very Low,,,
İstanbul Esenler,,İstanbul Esenler bus station,Varna (),,Varna (bus station),FlixBus/EU,08:00,4.0,Very Low,,,
"Medyka, Border Crossing",PL,"Medyka, Border Crossing",Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,25:00,10.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,"Medyka, Border Crossing",PL,"Medyka, Border Crossing",FlixBus/EU,24:50,10.0,Low,,,
Rennes (Central ),FR,Rennes (Central bus station),Berlin,DE,Berlin central bus station,FlixBus/EU,23:40,6.0,Low,,,
Berlin,DE,Berlin central bus station,Rennes (Central ),FR,Rennes (Central bus station),FlixBus/EU,23:40,6.0,Low,,,
Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,20:40,6.0,Low,,,
Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),Ulm (Eberhard-Finckh-Straße),DE,Ulm (Eberhard-Finckh-Straße),FlixBus/EU,09:10,3.0,Very Low,,,
Ulm (Eberhard-Finckh-Straße),DE,Ulm (Eberhard-Finckh-Straße),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,11:20,2.0,Very Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Ulm (Eberhard-Finckh-Straße),DE,Ulm (Eberhard-Finckh-Straße),FlixBus/EU,11:20,3.0,Very Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),FlixBus/EU,20:25,6.0,Low,,,
Ulm (Eberhard-Finckh-Straße),DE,Ulm (Eberhard-Finckh-Straße),Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),FlixBus/EU,08:55,2.0,Very Low,,,
Prague ( Roztyly),DE,Prague (Bus Terminal Roztyly),Copenhagen Busterminal,SE,Copenhagen Busterminal,FlixBus/EU,14:45,3.0,Very Low,,,
Copenhagen Busterminal,SE,Copenhagen Busterminal,Prague ( Roztyly),DE,Prague (Bus Terminal Roztyly),FlixBus/EU,13:40,3.0,Very Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Cologne Airport CGN ( 2),FR,Cologne Airport CGN (Terminal 2),FlixBus/EU,12:05,7.0,Low,,,
Cologne Airport CGN ( 2),FR,Cologne Airport CGN (Terminal 2),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,12:00,6.0,Low,,,
Marseille (Saint-Charles),FR,Marseille (Saint-Charles),Zielona Gora,PL,"Zielona Gora, Bus Station",FlixBus/EU,26:37,6.0,Low,,,
Hanover,DE,Hanover central bus station,Copenhagen Busterminal,SE,Copenhagen Busterminal,FlixBus/EU,08:00,1.0,Very Low,,,
Zielona Gora,PL,"Zielona Gora, Bus Station",Marseille (Saint-Charles),FR,Marseille (Saint-Charles),FlixBus/EU,26:57,6.0,Low,,,
Bratislava ( Mlynské Nivy),HU,Bratislava (bus station Mlynské Nivy),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,20:50,11.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Bratislava ( Mlynské Nivy),HU,Bratislava (bus station Mlynské Nivy),FlixBus/EU,20:00,11.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Hamburg,DE,Hamburg central bus station,FlixBus/EU,17:45,10.0,Low,,,
Hamburg,DE,Hamburg central bus station,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,17:45,10.0,Low,,,
Zagreb (),IT,Zagreb (bus station),Essen central train station (Freiheit),DE,Essen central train station (Freiheit),FlixBus/EU,17:40,11.0,Low,,,
Rijeka,IT,Rijeka bus station,Essen central train station (Freiheit),DE,Essen central train station (Freiheit),FlixBus/EU,20:15,10.0,Low,,,
Essen central train station (Freiheit),DE,Essen central train station (Freiheit),Zagreb (),IT,Zagreb (bus station),FlixBus/EU,17:00,10.0,Low,,,
Rijeka,IT,Rijeka bus station,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,15:45,6.0,Low,,,
Essen central train station (Freiheit),DE,Essen central train station (Freiheit),Rijeka,IT,Rijeka bus station,FlixBus/EU,19:55,11.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Rijeka,IT,Rijeka bus station,FlixBus/EU,15:45,5.0,Very Low,,,
Munich,DE,Munich central bus station,Bochum central station (Wittener Straße),DE,Bochum central station (Wittener Straße),FlixBus/EU,11:30,6.0,Low,,,
Bochum central station (Wittener Straße),DE,Bochum central station (Wittener Straße),Munich,DE,Munich central bus station,FlixBus/EU,11:30,6.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Venice (Marco Polo Airport),IT,Venice (Marco Polo Airport),FlixBus/EU,15:15,10.0,Low,,,
Venice (Marco Polo Airport),IT,Venice (Marco Polo Airport),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,15:25,10.0,Low,,,
Munich,DE,Munich central bus station,London Victoria Coach,GB,London Victoria Coach Station,FlixBus/EU,22:30,6.0,Low,,,
London Victoria Coach,GB,London Victoria Coach Station,Munich,DE,Munich central bus station,FlixBus/EU,21:55,7.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Venice (Tronchetto),IT,Venice (Tronchetto),FlixBus/EU,18:45,6.0,Low,,,
Venice (Tronchetto),IT,Venice (Tronchetto),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,18:55,6.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Brussels-North train,FR,Brussels-North train station,FlixBus/EU,39:00,6.0,Low,,,
Brussels-North train,FR,Brussels-North train station,Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,39:15,6.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Stuttgart Airport Busterminal (SAB),FR,Stuttgart Airport Busterminal (SAB),FlixBus/EU,36:15,6.0,Low,,,
Stuttgart Airport Busterminal (SAB),FR,Stuttgart Airport Busterminal (SAB),Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,35:10,6.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Bremen Fernbusterminal,DE,Bremen Fernbusterminal,FlixBus/EU,30:10,10.0,Low,,,
Bremen Fernbusterminal,DE,Bremen Fernbusterminal,Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,27:10,10.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Hanover,DE,Hanover central bus station,FlixBus/EU,28:40,10.0,Low,,,
Hanover,DE,Hanover central bus station,Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,27:55,10.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Munich,DE,Munich central bus station,FlixBus/EU,31:10,10.0,Low,,,
Munich,DE,Munich central bus station,Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,30:10,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Arlanda Airport 4 & 5,SE,Arlanda Airport Terminal 4 & 5,FlixBus/EU,24:20,10.0,Low,,,
Odesa (Odesa ),,Odesa (Odesa Bus Station),Bremen Fernbusterminal,DE,Bremen Fernbusterminal,FlixBus/EU,34:10,6.0,Low,,,
Bremen Fernbusterminal,DE,Bremen Fernbusterminal,Odesa (Odesa ),,Odesa (Odesa Bus Station),FlixBus/EU,33:10,6.0,Low,,,
Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),Cologne Airport CGN ( 2),FR,Cologne Airport CGN (Terminal 2),FlixBus/EU,36:25,10.0,Low,,,
Cologne Airport CGN ( 2),FR,Cologne Airport CGN (Terminal 2),Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),FlixBus/EU,35:25,10.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",FlixBus/EU,15:15,20.0,Average,,,
"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",PL,"Nowy Dwor Mazowiecki, Warsaw-Modlin Airport",Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,15:25,20.0,Average,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Poznan,PL,"Poznan, Bus Station",FlixBus/EU,21:50,6.0,Low,,,
Poznan,PL,"Poznan, Bus Station",Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,20:00,6.0,Low,,,
Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,20:15,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),FlixBus/EU,18:20,10.0,Low,,,
Dnipro (Central ),,Dnipro (Central Bus Station),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,27:45,10.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Dnipro (Central ),,Dnipro (Central Bus Station),FlixBus/EU,26:45,10.0,Low,,,
Arlanda Airport 4 & 5,SE,Arlanda Airport Terminal 4 & 5,Berlin,DE,Berlin central bus station,FlixBus/EU,19:05,10.0,Low,,,
Vinnytsia (Central ),,Vinnytsia (Central Bus Station),"Warsaw, West",PL,"Warsaw, Bus Station West",FlixBus/EU,17:30,6.0,Low,,,
"Warsaw, West",PL,"Warsaw, Bus Station West",Vinnytsia (Central ),,Vinnytsia (Central Bus Station),FlixBus/EU,16:25,6.0,Low,,,
Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,27:55,6.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Chernihiv (Chernihiv-1 ),,Chernihiv (Chernihiv-1 Bus Station),FlixBus/EU,26:15,6.0,Low,,,
Poltava (-1),,Poltava (Bus Station-1),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,30:00,10.0,Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Poltava (-1),,Poltava (Bus Station-1),FlixBus/EU,29:15,10.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),FlixBus/EU,26:00,6.0,Low,,,
Vienna Erdberg (Busterminal VIB),AT,Vienna Erdberg (Busterminal VIB),Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,26:00,6.0,Low,,,
Kyiv (Central ),,Kyiv (Central Bus Station),Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,21:45,6.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Kyiv (Central ),,Kyiv (Central Bus Station),FlixBus/EU,20:55,6.0,Low,,,
Luzern- Allmend,FR,Luzern- Allmend,Hamburg,DE,Hamburg central bus station,FlixBus/EU,15:10,5.0,Very Low,,,
Luzern (Landenberg),FR,Luzern (Landenberg),Hamburg,DE,Hamburg central bus station,FlixBus/EU,15:25,6.0,Low,,,
Hamburg,DE,Hamburg central bus station,Luzern- Allmend,FR,Luzern- Allmend,FlixBus/EU,15:05,5.0,Very Low,,,
Hamburg,DE,Hamburg central bus station,Luzern (Landenberg),FR,Luzern (Landenberg),FlixBus/EU,15:10,6.0,Low,,,
Szczecin,DE,"Szczecin, Bus Station",Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,15:15,8.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Szczecin,DE,"Szczecin, Bus Station",FlixBus/EU,15:15,8.0,Low,,,
Botoșani (),,Botoșani (bus station),Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),FlixBus/EU,13:45,6.0,Low,,,
Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),Botoșani (),,Botoșani (bus station),FlixBus/EU,13:35,6.0,Low,,,
Bucharest ( Militari),,Bucharest (bus station Militari),Cluj-Napoca (Park&Ride),,Cluj-Napoca (Park&Ride),FlixBus/EU,08:00,12.0,Low,,,
Cluj-Napoca (Park&Ride),,Cluj-Napoca (Park&Ride),Bucharest ( Militari),,Bucharest (bus station Militari),FlixBus/EU,08:15,12.0,Low,,,
Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),Oradea (Autogara Intrans),HU,Oradea (Autogara Intrans),FlixBus/EU,15:20,6.0,Low,,,
Oradea (Autogara Intrans),HU,Oradea (Autogara Intrans),Constanța (Autogara Sud Herli-Sof),,Constanța (Autogara Sud Herli-Sof),FlixBus/EU,15:15,6.0,Low,,,
Strasbourg,FR,Strasbourg,Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),FlixBus/EU,12:05,10.0,Low,,,
Venice Mestre (Stazione FS),IT,Venice Mestre (Stazione FS),Strasbourg,FR,Strasbourg,FlixBus/EU,12:10,10.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,14:25,10.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,14:25,10.0,Low,,,
Lyon (Gerland ),FR,Lyon (Gerland Bus Station),Rijeka,IT,Rijeka bus station,FlixBus/EU,15:00,5.0,Very Low,,,
Lyon (Perrache ),FR,Lyon (Perrache Bus Station),Rijeka,IT,Rijeka bus station,FlixBus/EU,15:00,6.0,Low,,,
Rijeka,IT,Rijeka bus station,Lyon (Gerland ),FR,Lyon (Gerland Bus Station),FlixBus/EU,15:00,5.0,Very Low,,,
Rijeka,IT,Rijeka bus station,Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,15:00,6.0,Low,,,
Bologna (central ),IT,Bologna (central bus station),Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),FlixBus/EU,15:05,6.0,Low,,,
Bologna (central ),IT,Bologna (central bus station),Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,15:00,6.0,Low,,,
Paris (Pershing - Porte Maillot),FR,Paris (Pershing - Porte Maillot),Bologna (central ),IT,Bologna (central bus station),FlixBus/EU,15:20,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Bologna (central ),IT,Bologna (central bus station),FlixBus/EU,15:20,6.0,Low,,,
Crotone,IT,Crotone,Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,28:50,11.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Crotone,IT,Crotone,FlixBus/EU,28:40,11.0,Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,15:30,20.0,Average,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,15:35,20.0,Average,,,
Lecce,IT,Lecce,Grenoble (Central ),FR,Grenoble (Central Bus Station),FlixBus/EU,19:25,6.0,Low,,,
Grenoble (Central ),FR,Grenoble (Central Bus Station),Lecce,IT,Lecce,FlixBus/EU,19:10,6.0,Low,,,
Bergamo (),FR,Bergamo (Bus Station),Lecce,IT,Lecce,FlixBus/EU,15:50,6.0,Low,,,
Lecce,IT,Lecce,Bergamo (),FR,Bergamo (Bus Station),FlixBus/EU,15:10,5.0,Very Low,,,
Avellino,IT,Avellino,Udine (),IT,Udine (autostazione),FlixBus/EU,16:40,6.0,Low,,,
Udine (),IT,Udine (autostazione),Avellino,IT,Avellino,FlixBus/EU,16:30,6.0,Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Treviso,IT,Treviso,FlixBus/EU,15:55,11.0,Low,,,
Treviso,IT,Treviso,Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,16:55,12.0,Low,,,
Zurich,FR,Zurich Bus Station,Lecce,IT,Lecce,FlixBus/EU,19:10,11.0,Low,,,
Lecce,IT,Lecce,Zurich,FR,Zurich Bus Station,FlixBus/EU,18:55,11.0,Low,,,
Berlin Alexanderplatz,DE,Berlin Alexanderplatz,Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,11:25,6.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Berlin Alexanderplatz,DE,Berlin Alexanderplatz,FlixBus/EU,11:25,6.0,Low,,,
Leipzig central train,DE,Leipzig central train station,Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,15:10,10.0,Low,,,
Nuremberg central (Willy-Brandt-Platz),DE,Nuremberg central bus station (Willy-Brandt-Platz),Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,11:10,8.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Leipzig central train,DE,Leipzig central train station,FlixBus/EU,15:10,10.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Nuremberg central (Willy-Brandt-Platz),DE,Nuremberg central bus station (Willy-Brandt-Platz),FlixBus/EU,11:10,8.0,Low,,,
Marseille (Saint-Antoine),FR,Marseille (Saint-Antoine),"Lublin, Lublin",PL,"Lublin, Bus Station Lublin",FlixBus/EU,32:35,8.0,Low,,,
"Lublin, Lublin",PL,"Lublin, Bus Station Lublin",Marseille (Saint-Antoine),FR,Marseille (Saint-Antoine),FlixBus/EU,33:00,8.0,Low,,,
Eindhoven Airport,BE,Eindhoven Airport,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,15:55,6.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Eindhoven Airport,BE,Eindhoven Airport,FlixBus/EU,15:00,6.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,12:45,10.0,Low,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,13:00,10.0,Low,,,
Zagreb (),IT,Zagreb (bus station),Marseille Airport (),FR,Marseille Airport (Bus Station),FlixBus/EU,19:45,6.0,Low,,,
Marseille Airport (),FR,Marseille Airport (Bus Station),Zagreb (),IT,Zagreb (bus station),FlixBus/EU,19:45,6.0,Low,,,
Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,16:05,12.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Amsterdam Sloterdijk,NL,Amsterdam Sloterdijk,FlixBus/EU,16:20,12.0,Low,,,
Agropoli,IT,Agropoli,Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,13:20,10.0,Low,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Agropoli,IT,Agropoli,FlixBus/EU,13:25,10.0,Low,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Rome Tiburtina,IT,Rome Tiburtina Bus station,FlixBus/EU,09:45,6.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,10:05,6.0,Low,,,
Geneva (central ),FR,Geneva (central bus station),Perugia (Piazza Partigiani),IT,Perugia (Piazza Partigiani),FlixBus/EU,15:00,7.0,Low,,,
Perugia (Piazza Partigiani),IT,Perugia (Piazza Partigiani),Geneva (central ),FR,Geneva (central bus station),FlixBus/EU,15:05,7.0,Low,,,
Brussels-North train,FR,Brussels-North train station,Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),FlixBus/EU,16:40,10.0,Low,,,
Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),Brussels-North train,FR,Brussels-North train station,FlixBus/EU,16:50,10.0,Low,,,
Nice Airport ( - 1),FR,Nice Airport (Bus Station - Terminal 1),Frankfurt central train,FR,Frankfurt central train station,FlixBus/EU,16:10,6.0,Low,,,
Frankfurt central train,FR,Frankfurt central train station,Nice Airport ( - 1),FR,Nice Airport (Bus Station - Terminal 1),FlixBus/EU,16:00,6.0,Low,,,
Paris (Bercy Seine),FR,Paris (Bercy Seine),Rome Tiburtina,IT,Rome Tiburtina Bus station,FlixBus/EU,20:50,10.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Paris (Bercy Seine),FR,Paris (Bercy Seine),FlixBus/EU,21:00,10.0,Low,,,
Rome Fiumicino Airport,IT,Rome Fiumicino Airport,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,11:00,10.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Rome Fiumicino Airport,IT,Rome Fiumicino Airport,FlixBus/EU,10:40,10.0,Low,,,
Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),Marseille (Saint-Charles),FR,Marseille (Saint-Charles),FlixBus/EU,15:50,10.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Marseille (Saint-Charles),FR,Marseille (Saint-Charles),FlixBus/EU,12:50,10.0,Low,,,
Marseille (Saint-Charles),FR,Marseille (Saint-Charles),Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),FlixBus/EU,15:40,9.0,Low,,,
Marseille (Saint-Charles),FR,Marseille (Saint-Charles),Rome Tiburtina,IT,Rome Tiburtina Bus station,FlixBus/EU,12:50,10.0,Low,,,
Bergamo (),FR,Bergamo (Bus Station),Potenza,IT,Potenza,FlixBus/EU,14:25,6.0,Low,,,
Potenza,IT,Potenza,Bergamo (),FR,Bergamo (Bus Station),FlixBus/EU,14:45,6.0,Low,,,
Clermont-Ferrand (),FR,Clermont-Ferrand (Bus Station),Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,13:25,6.0,Low,,,
Clermont-Ferrand (),FR,Clermont-Ferrand (Bus Station),Grosseto (Stazione FS),IT,Grosseto (Stazione FS),FlixBus/EU,15:55,3.0,Very Low,,,
Grosseto (Stazione FS),IT,Grosseto (Stazione FS),Clermont-Ferrand (),FR,Clermont-Ferrand (Bus Station),FlixBus/EU,16:35,3.0,Very Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Clermont-Ferrand (),FR,Clermont-Ferrand (Bus Station),FlixBus/EU,14:05,6.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Agrigento,IT,Agrigento,FlixBus/EU,23:45,10.0,Low,,,
Agrigento,IT,Agrigento,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,24:00,10.0,Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Munich,DE,Munich central bus station,FlixBus/EU,17:15,10.0,Low,,,
Munich,DE,Munich central bus station,Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),FlixBus/EU,16:55,10.0,Low,,,
Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),Trieste (),IT,Trieste (Autostazione),FlixBus/EU,12:25,10.0,Low,,,
Trieste (),IT,Trieste (Autostazione),Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),FlixBus/EU,12:10,9.0,Low,,,
Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),Pula,IT,Pula bus station,FlixBus/EU,16:20,10.0,Low,,,
Pula,IT,Pula bus station,Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),FlixBus/EU,16:05,10.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Budapest Népliget,HU,Budapest Népliget bus station,FlixBus/EU,14:00,10.0,Low,,,
Budapest Népliget,HU,Budapest Népliget bus station,Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,14:05,10.0,Low,,,
Florence (Villa Costanza),IT,Florence (Villa Costanza),Dortmund,DE,Dortmund central bus station,FlixBus/EU,20:15,10.0,Low,,,
Dortmund,DE,Dortmund central bus station,Florence (Villa Costanza),IT,Florence (Villa Costanza),FlixBus/EU,19:45,10.0,Low,,,
Pisa (Pietrasantina car park),IT,Pisa (Pietrasantina car park),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,16:40,6.0,Low,,,
Pisa (Pisamover via San Giusto/Aurelia),IT,Pisa (Pisamover via San Giusto/Aurelia),Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),FlixBus/EU,16:05,5.0,Very Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Pisa (Pisamover via San Giusto/Aurelia),IT,Pisa (Pisamover via San Giusto/Aurelia),FlixBus/EU,16:05,5.0,Very Low,,,
Prague (Central Florenc),DE,Prague (Central Bus Station Florenc),Pisa (Pietrasantina car park),IT,Pisa (Pietrasantina car park),FlixBus/EU,16:30,6.0,Low,,,
Bologna (central ),IT,Bologna (central bus station),Pisa (Pietrasantina car park),IT,Pisa (Pietrasantina car park),FlixBus/EU,03:00,5.0,Very Low,,,
Bologna (central ),IT,Bologna (central bus station),Pisa (Pisamover via San Giusto/Aurelia),IT,Pisa (Pisamover via San Giusto/Aurelia),FlixBus/EU,02:35,3.0,Very Low,,,
Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),Zagreb (),IT,Zagreb (bus station),FlixBus/EU,17:00,6.0,Low,,,
Zagreb (),IT,Zagreb (bus station),Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),FlixBus/EU,17:10,6.0,Low,,,
Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),FlixBus/EU,11:20,10.0,Low,,,
Genoa (Fanti d'Italia/Principe ),FR,Genoa (Fanti d'Italia/Principe bus station),Naples (FS Park Stazione Centrale),IT,Naples (FS Park Stazione Centrale),FlixBus/EU,11:20,10.0,Low,,,
Crotone,IT,Crotone,Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),FlixBus/EU,18:10,6.0,Low,,,
Turin (Vittorio Emanuele),FR,Turin (Vittorio Emanuele),Crotone,IT,Crotone,FlixBus/EU,18:25,6.0,Low,,,
Crotone,IT,Crotone,Milan (Lampugnano ),FR,Milan (Lampugnano bus station),FlixBus/EU,17:05,6.0,Low,,,
Milan (Lampugnano ),FR,Milan (Lampugnano bus station),Crotone,IT,Crotone,FlixBus/EU,17:05,6.0,Low,,,
Maglie,IT,Maglie,Rome Fiumicino Airport,IT,Rome Fiumicino Airport,FlixBus/EU,09:55,10.0,Low,,,
Rome Tiburtina,IT,Rome Tiburtina Bus station,Maglie,IT,Maglie,FlixBus/EU,08:50,10.0,Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Lyon (Gerland ),FR,Lyon (Gerland Bus Station),FlixBus/EU,19:55,5.0,Very Low,,,
Salerno (Piazza Concordia),IT,Salerno (Piazza Concordia),Lyon (Perrache ),FR,Lyon (Perrache Bus Station),FlixBus/EU,19:55,6.0,Low,,,
